smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]c1c(N([H])C([H])([H])[H])c(N([H])[H])nn1[H],0.20308611,0.2047113,0.02023683,0.10560541,0.20755136,0.21393376,0.12839053,0.00891186,0.20251451,0.20837235,0.0047,0.138
[H]Oc1nn([H])c([H])c1N([H])C([H])([H])[H],0.20207669,0.20628859,0.10361527,0.01670655,0.20613347,0.21427904,0.11993812,0.00127354,0.20419028,0.20722945,0.0481,0.079
[H]c1onc(C([H])([H])[H])c1N([H])C([H])([H])[H],0.20136162,0.21465692,0.07783362,0.0063643,0.19927575,0.22623862,0.07049818,0.00499514,0.2026468,0.21356503,0.0806,0.0075
[H]c1onc(N([H])[H])c1N([H])C([H])([H])[H],0.20847909,0.215601,0.1163,0.0069159,0.20790027,0.22636058,0.10640485,0.01074804,0.20944176,0.21479613,0.1178,0.0056
[H]Oc1noc([H])c1N([H])C([H])([H])[H],0.20503183,0.21610359,0.10335376,0.00477196,0.20358895,0.22413362,0.09025959,0.00186839,0.20457247,0.21568179,0.0979,0.0055
[H]N(c1nc(C([H])([H])[H])nn1[H])C([H])([H])[H],0.22258254,0.24592618,0.00471554,0.20267913,0.22875891,0.24800496,0.00435741,0.18664012,0.22135221,0.24346796,0.0042,0.1152
[H]N(c1nc(C([H])([H])[H])no1)C([H])([H])[H],0.23349793,0.23784905,0.27405704,0.01131212,0.23639965,0.24349629,0.22811327,0.00329611,0.23511851,0.23748517,0.2157,0.0205
[H]N([H])c1nc(N([H])C([H])([H])[H])n([H])n1,0.21388426,0.23214997,0.00406366,0.07564549,0.21505368,0.23385018,0.0030033,0.08925606,0.21234128,0.23060937,0.0036,0.0216
[H]N([H])c1noc(N([H])C([H])([H])[H])n1,0.23018382,0.23160368,0.0035862,0.17374057,0.23271683,0.23588098,0.01744603,0.10038423,0.22870575,0.23550438,0.0022,0.1408
[H]Oc1nc(N([H])C([H])([H])[H])n([H])n1,0.21956904,0.23769185,0.00372673,0.18688745,0.22294931,0.24214847,0.00353604,0.16462695,0.21824689,0.23932998,0.0034,0.1104
[H]Oc1noc(N([H])C([H])([H])[H])n1,0.23388081,0.23492501,0.00087277,0.26869612,0.23684003,0.24082625,0.01559429,0.20987279,0.23269673,0.23870892,0.0004,0.2319
[H]c1nnc(N([H])C([H])([H])[H])nc1[H],0.11970529,0.14807833,0.00508298,0.05233557,0.11277095,0.15227627,0.00476451,0.03766838,0.12118458,0.15761051,0.0046,0.0563
[H]c1nc(N([H])C([H])([H])[H])n(C([H])([H])[H])n1,0.22029132,0.24080057,0.00779268,0.21814464,0.22945117,0.2396857,0.04321379,0.15558807,0.21962499,0.23765789,0.0088,0.2082
[H]c1nnnc(N([H])C([H])([H])[H])n1,0.12377422,0.1590208,0.00662946,0.05544215,0.11213272,0.14894486,0.00583162,0.00023559,0.12169172,0.15613686,0.0059,0.0001
[H]c1c(N([H])C([H])([H])[H])nn(C([H])([H])[H])c1[H],0.20309945,0.2232075,0.12838557,0.00897138,0.20421416,0.23565535,0.14408888,0.00252706,0.20699425,0.22305371,0.1621,0.0101
[H]c1nc(N([H])C([H])([H])[H])nn1C([H])([H])[H],0.2061225,0.23054755,0.08630663,0.00615927,0.20390977,0.23407596,0.09636269,0.00594808,0.21024289,0.22988908,0.1138,0.0064
[H]c1nn(C([H])([H])[H])nc1N([H])C([H])([H])[H],0.19572342,0.22744933,0.14134642,0.00502532,0.19707401,0.23569419,0.14894071,0.00014589,0.19952679,0.2260745,0.1785,0.0058
[H]N(c1nnn(C([H])([H])[H])n1)C([H])([H])[H],0.19480489,0.22516915,0.07397699,0.00726511,0.19188259,0.21533505,0.07690782,0.00837899,0.19968113,0.22151023,0.101,0.0074
[H]N(c1nn([H])c(=O)n1[H])C([H])([H])[H],0.21309323,0.23464387,0.00733981,0.07875235,0.2238378,0.24094651,0.02543837,0.09777817,0.21587656,0.23484656,0.0085,0.0502
[H]N(c1nn([H])c(=O)o1)C([H])([H])[H],0.23167375,0.23826736,0.00031386,0.20499162,0.23847539,0.24365142,0.16171061,0.07352979,0.23278125,0.23783428,0.0025,0.1045
[H]c1c(N([H])C([H])([H])[H])nn([H])c1C([H])([H])[H],0.20657375,0.22248344,0.06692992,0.00317325,0.20673475,0.23107397,0.06066278,0.00028689,0.21287782,0.2234506,0.0826,0.0066
[H]N(c1nc(C([H])([H])[H])n([H])n1)C([H])([H])[H],0.21417107,0.22871069,0.05201475,0.0006616,0.21153564,0.23463084,0.04656858,0.00014625,0.22228932,0.22936724,0.0577,0.0013
[H]c1c(N([H])C([H])([H])[H])nn([H])c1N([H])[H],0.20422705,0.21654196,0.00995478,0.05417987,0.21088021,0.22129825,0.02022076,0.0459999,0.20460187,0.22059885,0.0085,0.0572
[H]N([H])c1nc(N([H])C([H])([H])[H])nn1[H],0.20992206,0.22484525,0.00419674,0.03950315,0.21560883,0.22842852,0.01149423,0.03265907,0.21005914,0.22837501,0.0027,0.0277
[H]Oc1c([H])c(N([H])C([H])([H])[H])nn1[H],0.21308398,0.22491738,0.00022295,0.03995006,0.21679951,0.22837566,0.00003216,0.08167376,0.21448376,0.2249316,0.0001,0.0032
[H]Oc1nc(N([H])C([H])([H])[H])nn1[H],0.22869754,0.23083476,0.00035567,0.00307793,0.23238886,0.23535125,0.00065827,0.04625251,0.22931947,0.23207566,0.0004,0.0008
[H]c1c(C([H])([H])[H])c(N([H])C([H])([H])[H])nn1[H],0.20847812,0.21249967,0.02728663,0.05366467,0.21265917,0.22266766,0.0743851,0.00818086,0.21061773,0.21729876,0.0036,0.0994
[H]c1c(N([H])[H])c(N([H])C([H])([H])[H])nn1[H],0.20110621,0.20454883,0.00710529,0.11875651,0.207197,0.21227442,0.12645259,0.01007431,0.19968113,0.20888684,0.0066,0.1419
[H]N(c1nn([H])nc1C([H])([H])[H])C([H])([H])[H],0.20112652,0.21549101,0.09190258,0.00849658,0.20382513,0.2277293,0.09308672,0.00609459,0.20673333,0.2152114,0.1047,0.0187
[H]N([H])c1nn([H])nc1N([H])C([H])([H])[H],0.19680282,0.2083891,0.13436927,0.00887473,0.19951064,0.21927359,0.13600333,0.01483641,0.20104453,0.20733969,0.1523,0.0093
[H]Oc1nn([H])nc1N([H])C([H])([H])[H],0.19514777,0.21424788,0.13584407,0.0038112,0.19852699,0.22286608,0.13002514,0.00143112,0.19942756,0.21331881,0.1435,0.0057
[H]N(c1noc(=O)n1[H])C([H])([H])[H],0.22767619,0.24524872,0.00716857,0.01475817,0.23586491,0.25369623,0.01317005,0.00108143,0.23015,0.24682317,0.0075,0.004
[H]N(c1noc(=O)o1)C([H])([H])[H],0.23806068,0.25355448,0.00332887,0.00489718,0.23686873,0.25561882,0.00268037,0.09940814,0.23498254,0.25689983,0.0021,0.001
[H]c1c(N([H])C([H])([H])[H])noc1C([H])([H])[H],0.20917313,0.23598413,0.06381471,0.00322302,0.20791392,0.24582271,0.04815618,0.14342262,0.21651233,0.23540883,0.0667,0.0019
[H]N(c1noc(C([H])([H])[H])n1)C([H])([H])[H],0.2116519,0.23876401,0.03886789,0.0035814,0.20755501,0.23218286,0.02745692,0.00631433,0.22054373,0.23926383,0.0383,0.0037
[H]c1c(N([H])C([H])([H])[H])noc1N([H])[H],0.21799599,0.22550548,0.03335501,0.04398662,0.22202888,0.23153706,0.03635111,0.09701743,0.21723261,0.22704468,0.0318,0.0817
[H]N([H])c1nc(N([H])C([H])([H])[H])no1,0.22873618,0.23439303,0.02489495,0.03448741,0.22892684,0.23583046,0.01844131,0.01888985,0.23004343,0.23865012,0.0052,0.0525
[H]c1onc(N([H])C([H])([H])[H])c1C([H])([H])[H],0.21494934,0.22325967,0.06813841,0.0094029,0.21439353,0.23480204,0.05797619,0.00443936,0.22162048,0.22577316,0.0696,0.0228
[H]c1onc(N([H])C([H])([H])[H])c1N([H])[H],0.21136635,0.21518235,0.13404777,0.00761418,0.21156918,0.22606399,0.13035197,0.01142422,0.21259852,0.21431839,0.0096,0.1553
[H]N(c1nonc1C([H])([H])[H])C([H])([H])[H],0.19896043,0.22650552,0.07926359,0.00421252,0.19872258,0.22290813,0.06354739,0.00020112,0.20575947,0.22698588,0.0853,0.0009
[H]N([H])c1nonc1N([H])C([H])([H])[H],0.20072424,0.2220576,0.13148056,0.00816414,0.20339072,0.22987426,0.11781543,0.00015154,0.20668188,0.22405329,0.1407,0.0075
[H]c1noc(C([H])([H])N([H])C([H])([H])[H])n1,0.22857989,0.23381036,0.0139252,0.0030036,0.18040784,0.22551885,0.00479496,0.0043073,0.2139656,0.23310465,0.01,0.0037
[H]c1nc(C([H])([H])N([H])C([H])([H])[H])nn1[H],0.23500898,0.24106917,0.00233135,0.0054843,0.19762625,0.23090727,0.00055953,0.00568883,0.22935989,0.23881182,0.0011,0.0058
[H]c1nc(C([H])([H])N([H])C([H])([H])[H])no1,0.23008741,0.23323564,0.02309765,0.0179231,0.17726891,0.22380752,0.0193818,0.00521336,0.21599049,0.23079679,0.0286,0.0055
[H]N(C([H])([H])[H])C([H])([H])c1nnon1,0.20951921,0.21545829,0.02394874,0.0060197,0.14734169,0.20085596,0.01584827,0.0065464,0.19084292,0.204363,0.0218,0.0061
[H]c1nn([H])c(OC([H])([H])[H])c1C([H])([H])[H],0.23643267,0.25011286,0.07037728,0.00668598,0.24253417,0.25368721,0.10839896,0.00801989,0.23745577,0.24615801,0.1269,0.0015
[H]c1noc(OC([H])([H])[H])c1C([H])([H])[H],0.21734616,0.24402244,0.15886572,0.00311206,0.22113516,0.25145296,0.1528537,0.00788445,0.21571487,0.24299389,0.1476,0.0031
[H]n1nnc(C([H])([H])[H])c1OC([H])([H])[H],0.22299619,0.2278689,0.08648226,0.05455145,0.2138737,0.23113007,0.01297318,0.14231445,0.21613381,0.22596793,0.0164,0.1475
[H]C([H])([H])Oc1onnc1C([H])([H])[H],0.19624996,0.22713558,0.14250041,0.00700865,0.20228783,0.21379782,0.12674639,0.00837434,0.19716381,0.21434412,0.1277,0.0076
[H]c1nn([H])c(C([H])([H])[H])c1OC([H])([H])[H],0.21146695,0.23352075,0.1276282,0.00079382,0.21758073,0.24670126,0.16164769,0.00041155,0.21558257,0.23278125,0.1702,0.0006
[H]n1nnc(OC([H])([H])[H])c1C([H])([H])[H],0.20644626,0.22520966,0.1091752,0.0089004,0.21078394,0.21274229,0.13518749,0.00976044,0.20984967,0.21740166,0.1521,0.0086
[H]c1noc(C([H])([H])[H])c1OC([H])([H])[H],0.20232384,0.24517808,0.13672392,0.00842557,0.20445274,0.23521252,0.15423382,0.00712048,0.20262108,0.23938511,0.1583,0.007
[H]C([H])([H])Oc1nnoc1C([H])([H])[H],0.1874789,0.22195983,0.11123206,0.00748452,0.18971501,0.20723904,0.11992397,0.00858709,0.18902016,0.21008854,0.1298,0.0073
[H]c1nn([H])c(OC([H])([H])[H])c1N([H])[H],0.22314537,0.22727577,0.01753425,0.08034385,0.22880151,0.23631797,0.08620693,0.00204855,0.21972789,0.2287425,0.0108,0.1154
[H]c1noc(OC([H])([H])[H])c1N([H])[H],0.2019376,0.21483511,0.1403105,0.00154992,0.19884928,0.22890132,0.11679162,0.00734918,0.20021032,0.21069123,0.1281,0.0036
[H]N([H])c1nnn([H])c1OC([H])([H])[H],0.21343022,0.22522415,0.11590892,0.01578407,0.2111156,0.21758074,0.03199289,0.09454755,0.21409789,0.21766993,0.0783,0.0736
[H]N([H])c1nnoc1OC([H])([H])[H],0.19337732,0.20726348,0.13787643,0.00087383,0.20085542,0.20464924,0.12228958,0.00463921,0.19548804,0.20894196,0.1202,0.0024
[H]c1nn([H])c(N([H])[H])c1OC([H])([H])[H],0.21098315,0.21674575,0.0770742,0.05504545,0.21626825,0.22977438,0.14726636,0.00784281,0.20863695,0.21774343,0.0344,0.1305
[H]N([H])c1c(OC([H])([H])[H])nnn1[H],0.20460516,0.21954269,0.11488146,0.00081785,0.20400182,0.21811158,0.09388865,0.05322303,0.20539933,0.21478511,0.1228,0.0044
[H]c1noc(N([H])[H])c1OC([H])([H])[H],0.20744258,0.2196059,0.16881061,0.00225187,0.21052607,0.22947985,0.16494565,0.00121913,0.20634011,0.21593904,0.158,0.0054
[H]N([H])c1onnc1OC([H])([H])[H],0.1771625,0.20677644,0.15343427,0.00057995,0.18189993,0.21544767,0.14568093,0.00175342,0.17907946,0.20439975,0.152,0.0005
[H]Oc1c([H])nn([H])c1OC([H])([H])[H],0.21604045,0.22067585,0.00866686,0.10723002,0.22280799,0.22595251,0.03324585,0.10475816,0.21029066,0.22334403,0.002,0.1448
[H]Oc1nnoc1OC([H])([H])[H],0.18178662,0.21693835,0.15097038,0.00219534,0.18619677,0.2176764,0.14096769,0.01029547,0.18351511,0.2153584,0.1434,0.0045
[H]Oc1c(OC([H])([H])[H])c([H])nn1[H],0.206183,0.21681396,0.00253585,0.11749986,0.21675866,0.22441256,0.00270727,0.12089276,0.2014451,0.22068705,0.0024,0.1307
[H]Oc1c(OC([H])([H])[H])nnn1[H],0.20645036,0.21191451,0.11605563,0.00131663,0.21298389,0.21964047,0.1183049,0.00856313,0.20510533,0.21046706,0.0015,0.1334
[H]c1c(C([H])([H])[H])nn([H])c1OC([H])([H])[H],0.23303747,0.24122264,0.0090483,0.09022615,0.23741472,0.24799247,0.00710198,0.11901733,0.23193969,0.24419559,0.0083,0.1586
[H]c1c(C([H])([H])[H])noc1OC([H])([H])[H],0.22918524,0.25671058,0.20676473,0.0092401,0.23195967,0.2562555,0.18533745,0.0060037,0.22776497,0.25655072,0.1882,0.0109
[H]c1c(N([H])[H])nn([H])c1OC([H])([H])[H],0.22574182,0.23506053,0.01062523,0.05078925,0.23606876,0.2395436,0.04455977,0.03328839,0.22476255,0.23862072,0.0091,0.0733
[H]c1c(N([H])[H])noc1OC([H])([H])[H],0.23656994,0.23802084,0.17042032,0.02537972,0.23872913,0.24148413,0.06266254,0.14905776,0.23396825,0.23627244,0.1255,0.0523
[H]Oc1nn([H])c(OC([H])([H])[H])c1[H],0.24760927,0.25000764,0.00393332,0.00206464,0.24970977,0.25601858,0.06884548,0.00054388,0.24364803,0.24755816,0.001,0.0032
[H]Oc1noc(OC([H])([H])[H])c1[H],0.23804043,0.24803381,0.2391143,0.00166421,0.24086971,0.24974969,0.21726193,0.00068902,0.23521038,0.2423618,0.2061,0.0008
[H]c1nn(C([H])([H])[H])c(OC([H])([H])[H])c1[H],0.23968652,0.24836092,0.09743249,0.00916166,0.24404951,0.25743186,0.13919167,0.0910473,0.23910214,0.24776028,0.1441,0.0104
[H]c1nn(C([H])([H])[H])c([H])c1OC([H])([H])[H],0.21009927,0.25590506,0.13214096,0.01921311,0.21658807,0.24942153,0.15494036,0.00491794,0.21388475,0.24752141,0.1588,0.0585
[H]c1c(OC([H])([H])[H])nnn1C([H])([H])[H],0.20863707,0.22561966,0.08320007,0.00577493,0.21275984,0.21365479,0.09830816,0.00653118,0.21195908,0.21886428,0.1113,0.0059
[H]c1nnc(OC([H])([H])[H])c([H])n1,0.12352592,0.17550614,0.00501935,0.05945034,0.11717305,0.16172971,0.0047984,0.000027,0.12699097,0.17384268,0.0049,0
[H]c1nnc([H])c(OC([H])([H])[H])n1,0.1371511,0.16438944,0.00363331,0.00118292,0.12868521,0.1572957,0.00368608,0.00091798,0.1389051,0.17000605,0.0038,0.0009
[H]c1nnn(C([H])([H])[H])c1OC([H])([H])[H],0.22890166,0.23129514,0.00867344,0.12846484,0.21536051,0.23733876,0.00902677,0.15256688,0.2181293,0.23303115,0.0086,0.1633
[H]c1nnnnc1OC([H])([H])[H],0.12823979,0.14776542,0.00410332,0.00116465,0.12148832,0.13827103,0.00461545,0.00088593,0.13179778,0.15326674,0.0048,0.0008
[H]c1c(OC([H])([H])[H])c(C([H])([H])[H])nn1[H],0.21685967,0.23252647,0.10041906,0.0000984,0.22524581,0.24440058,0.10993581,0.0000274,0.22302063,0.23435412,0.12,0.0001
[H]c1c(OC([H])([H])[H])c(N([H])[H])nn1[H],0.20728952,0.21375514,0.1235308,0.00126153,0.21210481,0.2235414,0.12617134,0.00117397,0.21170919,0.21505705,0.1256,0.0121
[H]Oc1nn([H])c([H])c1OC([H])([H])[H],0.21225597,0.22059713,0.11949835,0.00131912,0.21981855,0.23094681,0.12406144,0.00076796,0.21761848,0.22360495,0.1283,0.0018
[H]c1onc(C([H])([H])[H])c1OC([H])([H])[H],0.21530579,0.25154098,0.09538758,0.00857601,0.21893653,0.24068368,0.09070875,0.00587119,0.21757438,0.2448975,0.1,0.0059
[H]c1onc(N([H])[H])c1OC([H])([H])[H],0.21511691,0.23242449,0.12968894,0.00020993,0.21885022,0.24114625,0.12122042,0.03454436,0.21917298,0.2327739,0.1384,0.0013
[H]Oc1noc([H])c1OC([H])([H])[H],0.21925833,0.25791603,0.11075753,0.05427706,0.22333046,0.25051932,0.10305034,0.00326827,0.22108762,0.24342753,0.1092,0.0057
[H]C([H])([H])Oc1nc(C([H])([H])[H])no1,0.25001656,0.25192207,0.00426068,0.1978794,0.23867823,0.25315236,0.00297971,0.16493516,0.24703999,0.25032905,0.0031,0.1527
[H]N([H])c1nc(OC([H])([H])[H])n([H])n1,0.23471397,0.24108431,0.01371038,0.00330979,0.23948035,0.24751533,0.0891531,0.01634679,0.23304952,0.23832305,0.0164,0.0018
[H]N([H])c1noc(OC([H])([H])[H])n1,0.23970528,0.24487976,0.05972697,0.00763588,0.23739347,0.24597678,0.03817129,0.00152353,0.23938511,0.24380605,0.0116,0.0511
[H]Oc1noc(OC([H])([H])[H])n1,0.24787203,0.25785983,0.14005575,0.00078265,0.24923149,0.25287256,0.10631985,0.00528487,0.25003506,0.25232454,0.1256,0.0004
[H]c1nnc(OC([H])([H])[H])nc1[H],0.12048901,0.17191074,0.00509142,0.06313032,0.11333395,0.16372712,0.0048323,0.00001156,0.12234585,0.1768451,0.0047,0.0001
[H]c1nc(OC([H])([H])[H])n(C([H])([H])[H])n1,0.25591233,0.25706818,0.00333029,0.15418687,0.24724753,0.25498778,0.00281446,0.1992016,0.2516998,0.25293091,0.1952,0.003
[H]c1nnnc(OC([H])([H])[H])n1,0.12228321,0.15219287,0.00657695,0.00013534,0.11065401,0.14926089,0.00587898,0.00020326,0.12086486,0.15660358,0.0059,0
[H]c1c(OC([H])([H])[H])nn(C([H])([H])[H])c1[H],0.21845985,0.26322425,0.13256856,0.04469383,0.22441169,0.25971844,0.1524576,0.0036137,0.22353145,0.25329473,0.158,0.0159
[H]c1nc(OC([H])([H])[H])nn1C([H])([H])[H],0.22365666,0.24208175,0.10011255,0.00581152,0.22654369,0.23526643,0.12360527,0.00574268,0.22841176,0.24291304,0.1352,0.0048
[H]c1nn(C([H])([H])[H])nc1OC([H])([H])[H],0.21109293,0.24931029,0.15035072,0.0002699,0.2175181,0.23829445,0.16868013,0.00062311,0.21604193,0.24128505,0.1819,0.0007
[H]C([H])([H])Oc1nnn(C([H])([H])[H])n1,0.21577279,0.22736707,0.09070664,0.00743085,0.21645278,0.21862289,0.00814831,0.10771023,0.22122726,0.22314925,0.1279,0.0073
[H]n1nc(OC([H])([H])[H])n([H])c1=O,0.23746025,0.25680463,0.00003764,0.00242318,0.25365207,0.25715775,0.09657188,0.00015594,0.23999882,0.2545883,0,0.1045
[H]c1c(OC([H])([H])[H])nn([H])c1C([H])([H])[H],0.2394496,0.26259686,0.00012644,0.00019765,0.22860703,0.25110158,0.05751855,0.00023594,0.23156117,0.24105352,0.0739,0.0001
[H]n1nc(OC([H])([H])[H])nc1C([H])([H])[H],0.23387547,0.24830754,0.06990913,-0.00015304,0.23689925,0.23948419,0.07564462,0.00599908,0.24218908,0.2465255,0.0923,0.0002
[H]c1c(OC([H])([H])[H])nn([H])c1N([H])[H],0.2151728,0.23180639,0.0101147,0.04176718,0.22515191,0.23822433,0.0257755,0.03139793,0.21253605,0.23503766,0.0109,0.0705
[H]N([H])c1nc(OC([H])([H])[H])nn1[H],0.22150566,0.24144048,0.00703477,0.08912378,0.23134565,0.24704213,0.01988716,0.07337425,0.21991531,0.24296081,0.0054,0.0976
[H]c1c(C([H])([H])[H])c(OC([H])([H])[H])nn1[H],0.22202682,0.23765708,0.08503286,0.00208468,0.22974117,0.25187152,0.09502944,0.00128981,0.2285661,0.24070073,0.1082,0.002
[H]c1c(N([H])[H])c(OC([H])([H])[H])nn1[H],0.20381325,0.21163144,0.09348219,0.0326881,0.20805354,0.22276004,0.12585303,0.00893024,0.20322377,0.2126316,0.0621,0.0778
[H]Oc1c(OC([H])([H])[H])nn([H])c1[H],0.21317556,0.21681894,0.13204364,0.00178004,0.22047898,0.2275863,0.14423047,0.00132502,0.21601621,0.21863276,0.0017,0.1504
[H]n1nc(OC([H])([H])[H])c(C([H])([H])[H])n1,0.21351341,0.25602631,0.1080099,0.00272228,0.22184213,0.24281719,0.11776986,0.00055854,0.22028281,0.24571334,0.1316,0.0007
[H]N([H])c1nn([H])nc1OC([H])([H])[H],0.19979175,0.22165916,0.13790838,0.00264737,0.20409252,0.23431994,0.13811603,0.00608833,0.20391833,0.22015051,0.1513,0.0025
[H]Oc1nn([H])nc1OC([H])([H])[H],0.20516593,0.23439319,0.13238926,0.00203428,0.21245387,0.24491735,0.13519873,0.00097269,0.21058466,0.23395723,0.1441,0.0018
[H]n1c(OC([H])([H])[H])noc1=O,0.25585575,0.26154594,0.00000164,0.00103569,0.25569922,0.25638516,0.00034174,0.00019031,0.25232087,0.257418,0,0.0003
[H]C([H])([H])Oc1noc(=O)o1,0.26180292,0.27528663,0.00005564,0.00041763,0.25890578,0.26392041,0.00001691,0.00023872,0.25567608,0.26345224,0,0.0001
[H]c1c(OC([H])([H])[H])noc1C([H])([H])[H],0.23273058,0.25450777,0.05385293,0.20704721,0.2366855,0.24932008,0.03386716,0.24311158,0.24282484,0.24367008,0.0485,0.2184
[H]C([H])([H])Oc1noc(C([H])([H])[H])n1,0.23483859,0.23998803,0.04920073,0.00657873,0.2306387,0.23546116,0.00605403,0.04141757,0.23903599,0.24243897,0.0051,0.0597
[H]c1c(OC([H])([H])[H])noc1N([H])[H],0.2256414,0.23773563,0.0435239,0.23954354,0.23143806,0.24195135,0.11452174,0.14471094,0.22161681,0.23433207,0.0392,0.209
[H]N([H])c1nc(OC([H])([H])[H])no1,0.24215977,0.24857908,0.09172807,0.08125889,0.24635257,0.25352252,0.08483149,0.05073896,0.24156802,0.24909795,0.0394,0.13
[H]c1onc(OC([H])([H])[H])c1C([H])([H])[H],0.23151914,0.25779343,0.07939692,0.0916372,0.23695867,0.25112714,0.07870386,0.00392853,0.23730877,0.24732296,0.1243,0.0478
[H]c1onc(OC([H])([H])[H])c1N([H])[H],0.20976396,0.21818909,0.11407131,0.01440855,0.20870897,0.2302064,0.11644102,0.00481464,0.20711185,0.21562667,0.1004,0.0276
[H]C([H])([H])Oc1nonc1C([H])([H])[H],0.21563478,0.23513963,0.08915556,0.00021965,0.22309342,0.22445187,0.07981028,0.00047399,0.2248434,0.228522,0.0956,0.0006
[H]N([H])c1nonc1OC([H])([H])[H],0.20543418,0.23484355,0.1297102,0.00199422,0.20981013,0.23173619,0.11464753,0.0001286,0.21149237,0.23487596,0.1333,0.0006
[H]c1nn([H])c(C([H])([H])OC([H])([H])[H])c1[H],0.240455,0.25844915,0.04734076,0.12076692,0.24813067,0.25411,0.11745313,0.01201137,0.24390895,0.25257444,0.157,0.0424
[H]c1noc(C([H])([H])OC([H])([H])[H])c1[H],0.23859373,0.25074367,0.1464772,0.00649018,0.23508012,0.24087096,0.14664215,0.00652471,0.23196542,0.24606981,0.1923,0.0054
[H]c1nnn([H])c1C([H])([H])OC([H])([H])[H],0.22219462,0.23848408,0.00819006,0.1014525,0.20937351,0.24416592,0.00938526,0.15840798,0.21461974,0.23936673,0.0088,0.1852
[H]c1nnoc1C([H])([H])OC([H])([H])[H],0.22028042,0.22072667,0.1364699,0.00669691,0.20710543,0.2199352,0.00782381,0.10298214,0.20986437,0.2176736,0.007,0.1562
[H]c1nn([H])c([H])c1C([H])([H])OC([H])([H])[H],0.23653878,0.26672572,0.04039148,0.00001668,0.24488718,0.25597783,0.05049107,0.007003,0.24127035,0.25768259,0.0669,0.0057
[H]c1c(C([H])([H])OC([H])([H])[H])nnn1[H],0.22629701,0.23573002,0.00841305,0.05680697,0.21362209,0.23904927,0.00968116,0.03556083,0.21775078,0.23848475,0.0088,0.0898
[H]c1noc([H])c1C([H])([H])OC([H])([H])[H],0.23440584,0.25097499,0.0645259,0.00692751,0.23355963,0.24054223,0.0444083,0.00712631,0.23155382,0.24415517,0.0822,0.0056
[H]c1onnc1C([H])([H])OC([H])([H])[H],0.21911499,0.22216388,0.07663762,0.0065728,0.20804453,0.21423656,0.00771565,0.02194908,0.21042664,0.21741268,0.0069,0.0793
[H]c1nc(C([H])([H])OC([H])([H])[H])n([H])n1,0.24591661,0.26065815,0.00568672,0.03088324,0.23764116,0.26411301,0.00566863,0.17497862,0.24640423,0.26316192,0.0052,0.1768
[H]c1noc(C([H])([H])OC([H])([H])[H])n1,0.22718401,0.25074235,0.00665214,0.02547232,0.21221822,0.22107974,0.00963164,0.00314634,0.22596425,0.24064928,0.0072,0.029
[H]c1c(C([H])([H])OC([H])([H])[H])nn([H])c1[H],0.2382546,0.267489,0.05060648,0.02904097,0.24524564,0.25528727,0.05025851,0.01554609,0.24508493,0.25644782,0.0848,0.052
[H]c1nc(C([H])([H])OC([H])([H])[H])nn1[H],0.2380283,0.25505393,0.00491623,0.02574157,0.23015045,0.23341499,0.00528249,0.00797963,0.23798496,0.25824853,0.0049,0.0309
[H]c1nn([H])nc1C([H])([H])OC([H])([H])[H],0.23327277,0.24617751,0.07973715,0.00061029,0.23382509,0.23873228,0.01608616,0.01707741,0.238301,0.24084038,0.0559,0.0603
[H]c1onc(C([H])([H])OC([H])([H])[H])c1[H],0.24135558,0.25165022,0.08762628,0.00660677,0.23095191,0.24162562,0.00782297,0.00544753,0.23967175,0.24684154,0.1167,0.0057
[H]c1nc(C([H])([H])OC([H])([H])[H])no1,0.23013974,0.25538615,0.00518694,0.01817308,0.21252798,0.22087208,0.00694673,0.00496254,0.22797077,0.24600366,0.0046,0.0119
[H]c1nonc1C([H])([H])OC([H])([H])[H],0.22622253,0.2355242,0.00101194,0.06521623,0.21018959,0.21725024,0.0022108,0.00057419,0.21958824,0.23997309,0.0004,0.0479
[H]C([H])([H])OC([H])([H])c1nnon1,0.21365041,0.22170068,0.00538878,0.00685107,0.17798204,0.19916351,0.00098736,0.00637551,0.20291508,0.21395457,0.0059,0.0022
[H]c1nnc(C#N)c([H])n1,0.11669469,0.13495294,0.00480418,0.00072655,0.10864737,0.1273708,0.00419011,0.00093341,0.11808293,0.14253593,0.0046,0.0007
[H]c1nnc([H])c(C#N)n1,0.11044022,0.14332044,0.00375816,0.00027421,0.10122737,0.13712281,0.0034149,0.00037206,0.11319895,0.15114998,0.0038,0.0002
[H]c1nnnnc1C#N,0.11009553,0.12297744,0.00249229,0.00230476,0.10220425,0.117491,0.00241267,0.00257412,0.11422425,0.12880271,0.0032,0.0022
[H]c1nnc(C#N)nc1[H],0.11948328,0.13395053,0.00481497,0.00052597,0.11258915,0.12434794,0.00478133,0.00032444,0.12226501,0.1391109,0.005,0.0002
[H]c1nnnc(C#N)n1,0.11487407,0.13071509,0.00478861,0.0013244,0.10329151,0.12142389,0.00436658,0.00136397,0.11521648,0.13667074,0.005,0.001
[H]c1nn([H])c(C([H])([H])C#N)c1[H],0.241733,0.26221352,0.02936613,0.02608939,0.24546385,0.24929294,0.00112544,0.01775072,0.2480359,0.25222899,0.1217,0.0625
